Maximum of Subsidiary Legal Name,Maximum of Name,Document Number,Date,Maximum of Due Date/Receive By,Period,Type,Maximum of Department,Maximum of Amount,Maximum of Amount Paid,Status,Maximum of Memo (Main),Maximum of Date Closed
"Nexus Data Centers, LLC",Abdellah Kettani,Inv KTS 10/29/25,10/29/2025,10/29/2025,Oct 2025,Bill,Corporate : Corporate,130.00 ,130.00 ,Paid In Full,DM Transportation - Ivan Car Service,11/28/2025
"Nexus Hubbard Power, LLC","Exp U.S. Services, Inc.",158461,10/30/2025,10/30/2025,Oct 2025,Bill,Development : Engineering : Engineering Procore,"1,655.50 ","1,655.50 ",Paid In Full,"DM Oct 11 to Oct 24, 2025 - high voltage conceptual design professional services (RAL-25014377-A0) - October 2025",11/28/2025
"Nexus Apex Holdings, LLC","EXP Energy Services, Inc.",9202517,10/30/2025,10/30/2025,Oct 2025,Bill,Development : Regulatory : Regulatory Procore,"18,935.38 ","18,935.38 ",Paid In Full,DM Environmental Consulting - HOU-25007091-00 - September 2025,10/30/2025
"Nexus Land Holdings, LLC","Trapp Law Firm, PC",1048,10/31/2025,11/30/2025,Oct 2025,Bill,Infrastructure : Legal - Infra,"17,520.00 ","17,520.00 ",Paid In Full,DM Real Estate Legal Support - confirmed land - KH - October 2025; reduced by overpayment in August,12/1/2025
"Nexus Apex Holdings, LLC",CI Mission Critical LLC,500.60.25214.000-1,10/31/2025,11/15/2025,Oct 2025,Bill,Development : Engineering : Engineering Gen,"10,000.00 ","10,000.00 ",Paid In Full,DM Architectual Services - Concept and Programming for Support Buildings - October 2025,12/1/2025
"Nexus Apex Holdings, LLC",Terradyne Engineering,D251227-002,10/31/2025,10/31/2025,Oct 2025,Bill,Development : Engineering : Engineering Gen,"350,000.00 ","350,000.00 ",Paid In Full,DM Geotech Report - Phase 1 - October 2025,11/3/2025
"Nexus Apex Holdings, LLC","Jones Lang LaSalle Americas, Inc.",DM02,10/31/2025,11/17/2025,Oct 2025,Bill,Corporate : Finance,"500,000.00 ","500,000.00 ",Paid In Full,DM Consulting fee - October 2025,12/5/2025
"Nexus Data Centers, LLC","Braintek, LLC",44913,11/1/2025,11/16/2025,Nov 2025,Bill,Corporate : IT : Services / License,"3,055.30 ","3,055.30 ",Paid In Full,DM Monthly Maintenance - November - November 2025,11/28/2025
"Nexus Data Centers, LLC","AMP DATA CENTER GROUP, LLC",50005,11/1/2025,11/15/2025,Nov 2025,Bill,Corporate : Business development,"20,000.00 ","20,000.00 ",Paid In Full,DM Sales/Leasing Advisory - November 2025,11/6/2025
"Nexus Data Centers, LLC",Regus Corporation,7970-799,11/1/2025,11/15/2025,Nov 2025,Bill,Corporate : HQ / Office,"15,646.02 ","15,646.02 ",Paid In Full,"DM Dec office rent; October services (IT, kitchen, access)",11/19/2025
"Nexus Land Holdings, LLC",ROCKIN' B SURVEY,2025-426,11/3/2025,11/3/2025,Nov 2025,Bill,Infrastructure : Acquisition costs - Infra,"3,274.56 ","3,274.56 ",Paid In Full,"DM Boundary survey & doc fee - 30.064 ACRE TRACT, HILL COUNTY,
TEXAS - HUB 20",11/6/2025
"Nexus Land Holdings, LLC",ONPOINT Transactions LLC,3436,11/3/2025,11/3/2025,Nov 2025,Bill,Infrastructure : Acquisition costs - Infra,"13,000.00 ","13,000.00 ",Paid In Full,DM Real estate support - October 2025,11/4/2025
"Nexus Data Centers, LLC",Datasite LLC,INV-851188,11/5/2025,12/5/2025,Nov 2025,Bill,Corporate : Finance,967.08 ,967.08 ,Paid In Full,DM Pages processed - October 2025,12/5/2025
"Nexus Data Centers, LLC",Kirkland & Ellis LLP,1020035663,11/6/2025,11/6/2025,Nov 2025,Bill,Corporate : Legal,"552,498.09 ","552,498.09 ",Paid In Full,"DM For transactional services rendered and expenses incurred through October 31, 2025 - October 2025",12/5/2025
"Nexus Data Centers, LLC",Isadora Design LLC,"IA-NEXUS
45963",11/6/2025,11/21/2025,Nov 2025,Bill,Corporate : Marketing / Branding,"15,000.00 ","15,000.00 ",Paid In Full,DM 2nd installment payment per signed SOW - Installment payment 2,11/28/2025
"Nexus Data Centers, LLC",Abdellah Kettani,Inv KTS 11/7/25,11/7/2025,11/7/2025,Nov 2025,Bill,Corporate : Corporate,130.00 ,130.00 ,Paid In Full,DM Transportation - Ivan Car Service,11/28/2025
"Nexus Data Centers, LLC",Abdellah Kettani,Inv KTS 11/9/25,11/9/2025,11/9/2025,Nov 2025,Bill,Corporate : Corporate,130.00 ,130.00 ,Paid In Full,DM Transportation - Ivan Car Service,11/28/2025
"Nexus Hubbard Power, LLC","Industrial Project Innovation, LLC",Nexus-003,11/10/2025,12/10/2025,Nov 2025,Bill,Development : Project Management : Project Management Procore,"29,843.55 ","29,843.55 ",Paid In Full,"DM Schedule management services for the Nexus Program Team. Reference services agreement
signed on 7/16/2025 between IPI and Nexus Data Centers. - October 2025",12/9/2025
"Nexus Hubbard Power, LLC","Exp U.S. Services, Inc.",159070,11/11/2025,11/11/2025,Nov 2025,Bill,Development : Engineering : Engineering Procore,"17,479.10 ","17,479.10 ",Paid In Full,"DM Preliminary Power Design, Electrical Master Plan for November - Thru 11/7/2025",11/28/2025
"Nexus Data Centers, LLC",Marsh USA LLC,801028958059,11/11/2025,12/10/2025,Nov 2025,Bill,Operations : Insurance,"343,165.47 ","343,165.47 ",Paid In Full,DM Annual Insurance Premium - Enviro/Pollution (PLL & CPL) - 11/9 effective date / prepaid annual policy,12/5/2025
"Nexus Land Holdings, LLC",Blackland Surveying LLC,25-09-0580,11/12/2025,12/12/2025,Nov 2025,Bill,Infrastructure : Acquisition costs - Infra,"5,629.00 ","5,629.00 ",Paid In Full,DM HUB-14-REG (Fuller) survey,12/17/2025
"Nexus Hubbard Power, LLC",BaseLoad Power Generaion Parts and Service Inc ( GESA),INV285,11/12/2025,11/12/2025,Nov 2025,Bill,Development : Asset Procurement : Asset Procurement Gen,"10,220,000.00 ","10,220,000.00 ",Paid In Full,DM Power Gen Equipment - 8 LM6000s - Prepaid equipment asset,11/13/2025
"Nexus Hubbard Power, LLC","Exp U.S. Services, Inc.",159193,11/13/2025,11/13/2025,Nov 2025,Bill,Development : Engineering : Engineering Procore,"6,407.50 ","6,407.50 ",Paid In Full,DM Nexus High Voltage Conceptual Design - 10/27/25 - 11/7/2025,11/28/2025
"Nexus Hubbard Power, LLC",Primoris Energy Service Corporation,50259-01,11/13/2025,12/13/2025,Nov 2025,Bill,Development : Construction : Construction Procore,"50,000.00 ","50,000.00 ",Paid In Full,DM LNTP initial payment,11/17/2025
"Nexus Hubbard Power, LLC","Exp U.S. Services, Inc.",159293,11/14/2025,11/14/2025,Nov 2025,Bill,Development : Engineering : Engineering Procore,"4,218.00 ","4,218.00 ",Paid In Full,DM Design and permitting for October 2025 - October 2025,11/28/2025
"Nexus Apex Holdings, LLC",SLR international corporation,10020702,11/17/2025,11/17/2025,Nov 2025,Bill,Development : Regulatory : Regulatory Procore,"32,015.00 ","32,015.00 ",Paid In Full,"DM Feasibility & Design Analysis, Dispersion Modeling - October 2025",11/28/2025
"Nexus Apex Holdings, LLC",Michels Construction inc,21255115,11/17/2025,11/17/2025,Nov 2025,Bill,Development : Fiber : Fiber Procore,"59,490.00 ","59,490.00 ",Paid In Full,"DM Fiber Carrier Engagement & OSP Fiber
Network Design to Project Apex - Thru 11/9/2025",12/9/2025
"Nexus Land Holdings, LLC",Blackland Surveying LLC,25-09-0543(2),11/18/2025,12/18/2025,Nov 2025,Bill,Infrastructure : Acquisition costs - Infra,"1,500.00 ","1,500.00 ",Paid In Full,DM 1058 St Hwy 171 Benchmark Control - November 2025,12/17/2025
"Nexus Apex Holdings, LLC","EXP Energy Services, Inc.",10202512,11/19/2025,11/19/2025,Nov 2025,Bill,Development : Regulatory : Regulatory Procore,"61,594.38 ","61,594.38 ",Paid In Full,"DM Envi, Equator principles, water sample - October 2025",12/11/2025
"Nexus Land Holdings, LLC",ROCKIN' B SURVEY,2025-475,11/19/2025,11/19/2025,Nov 2025,Bill,Infrastructure : Acquisition costs - Infra,"1,537.15 ","1,537.15 ",Paid In Full,DM HUB-28-LOG survey invoice,11/28/2025
"Nexus Apex Holdings, LLC",Terradyne Engineering,D251227-003,11/19/2025,11/25/2025,Nov 2025,Bill,Development : Engineering : Engineering Gen,"500,000.00 ","500,000.00 ",Paid In Full,DM Next lump sum payment upon completion of site work,12/5/2025
"Nexus Land Holdings, LLC",ROCKIN' B SURVEY,2025-476,11/20/2025,11/20/2025,Nov 2025,Bill,Infrastructure : Acquisition costs - Infra,"1,212.40 ","1,212.40 ",Paid In Full,DM HUB-23-LOG survey invoice,11/28/2025
"Nexus Hubbard Power, LLC","Exp U.S. Services, Inc.",159460,11/25/2025,11/25/2025,Nov 2025,Bill,Development : Engineering : Engineering Procore,"10,772.62 ","10,772.62 ",Paid In Full,DM Prelim power design & site electrical master plan - Thru 11/21/2025,12/11/2025
"Nexus Hubbard Power, LLC",Everllence USA INC,6803416,11/26/2025,12/11/2025,Nov 2025,Bill,Development : Asset Procurement : Asset Procurement Procore,"8,888,253.75 ","8,888,253.75 ",Paid In Full,"""DM 5% (five percent) of the Scope of Supply Price and Site Activities Price shall be payable by telegraphic bank transfer upon receipt of an applicable invoice which shall be submitted such that payment shall become due 2 (two) months after Effective Date""",12/5/2025
"Nexus Land Holdings, LLC","Trapp Law Firm, PC",1077,11/30/2025,12/30/2025,Nov 2025,Bill,Infrastructure : Legal - Infra,"16,672.50 ","16,672.50 ",Paid In Full,DM November legal services - confirmed land - KH - November 2025,12/31/2025
"Nexus Apex Holdings, LLC",CI Mission Critical LLC,500.60.25214.000-2,11/30/2025,12/15/2025,Nov 2025,Bill,Development : Engineering : Engineering Gen,"27,000.00 ","27,000.00 ",Paid In Full,DM Support buildings - BD and architecture  - Through 11/30/2025,12/22/2025
"Nexus Hubbard Power, LLC","Exp U.S. Services, Inc.",159656,12/1/2025,12/2/2025,Dec 2025,Bill,Development : Engineering : Engineering Procore,"2,420.00 ","2,420.00 ",Paid In Full,DM Nexus High Voltage Conceptual Design - November 2025,12/11/2025
"Nexus Data Centers, LLC","BMP Partners, Inc",3000410,12/1/2025,12/31/2025,Dec 2025,Bill,Corporate : Marketing / Branding,"1,326.57 ","1,326.57 ",Paid In Full,DM Office branded supplies,1/6/2026
"Nexus Data Centers, LLC",Arcus Advisors LLC,3120,12/1/2025,12/10/2025,Dec 2025,Bill,Corporate : Accounting,"1,380.00 ","1,380.00 ",Paid In Full,DM Advisory services for ERP - November 2025,12/22/2025
"Nexus Land Holdings, LLC",ONPOINT Transactions LLC,3487,12/1/2025,12/1/2025,Dec 2025,Bill,Infrastructure : Acquisition costs - Infra,"12,500.00 ","12,500.00 ",Paid In Full,"DM November 2025 services for open, closing, and mgmt - November 2025",12/8/2025
"Nexus Data Centers, LLC","Braintek, LLC",45007,12/1/2025,12/16/2025,Dec 2025,Bill,Corporate : IT : Services / License,"2,910.43 ","2,910.43 ",Paid In Full,DM December SaaS and managed services - December 2025,12/22/2025
"Nexus Data Centers, LLC","AMP DATA CENTER GROUP, LLC",50006,12/1/2025,12/15/2025,Dec 2025,Bill,Corporate : Business development,"20,000.00 ","20,000.00 ",Paid In Full,DM December Advisory Fee - December 2025,12/15/2025
"Nexus Data Centers, LLC",Regus Corporation,7970-900,12/1/2025,12/15/2025,Dec 2025,Bill,Corporate : HQ / Office,"14,890.17 ","14,890.17 ",Paid In Full,"DM Jan office rent, November = IT, Meeting rooms, Copy/print, kitchen, security cards",12/18/2025
"Nexus Data Centers, LLC","Ultera, llc",1251,12/3/2025,12/18/2025,Dec 2025,Bill,Corporate : Workforce,"55,000.00 ","55,000.00 ",Paid In Full,DM Recruiting Fees - Finance - Commission,12/22/2025
"Nexus Apex Holdings, LLC",PRAIRIELANDS GROUNDWATER CONSERVATION DISTRICT,2025-0934,12/3/2025,1/10/2026,Dec 2025,Bill,Development : Utilities : Utilities Gen,"9,037.96 ","9,037.96 ",Paid In Full,DM Q4 2025 & Q1 2026 usage fees - Q4 2025 & Q1 2026,1/9/2026
"Nexus Apex Holdings, LLC",SLR international corporation,10021377,12/4/2025,12/4/2025,Dec 2025,Bill,Development : Regulatory : Regulatory Procore,"23,721.25 ","23,721.25 ",Paid In Full,"DM Feasibility & Design Analysis, Dispersion Modeling - Air permitting - November 2025",12/5/2025
"Nexus Hubbard Power, LLC",Everllence USA INC,6803438,12/5/2025,12/20/2025,Dec 2025,Bill,Development : Asset Procurement : Asset Procurement Procore,"29,949,511.60 ","29,949,511.60 ",Paid In Full,DM Downpayment on MAN 11 order,12/8/2025
"Nexus Data Centers, LLC",Datasite LLC,INV-870324,12/5/2025,1/4/2026,Dec 2025,Bill,Corporate : Finance,"3,249.70 ","3,249.70 ",Paid In Full,DM Pages processed in VDR - November 2025,1/2/2026
"Nexus Hubbard Power, LLC",WTG Gas Transmission,LNTP Notice,12/5/2025,12/15/2025,Dec 2025,Bill,Operations : Gas : Gas Gen,"10,528,785.00 ","10,528,785.00 ",Paid In Full,DM LNTP notice payment,12/8/2025
"Nexus Hubbard Power, LLC","Exp U.S. Services, Inc.",160065,12/9/2025,12/9/2025,Dec 2025,Bill,Development : Engineering : Engineering Procore,"13,691.95 ","13,691.95 ",Paid In Full,DM Services through 12/5 - Prelim power design - Thru 12/5/25,12/15/2025
"Nexus Data Centers, LLC",Kirkland & Ellis LLP,1020036194,12/10/2025,12/10/2025,Dec 2025,Bill,Corporate : Legal,"957,150.76 ","957,150.76 ",Paid In Full,DM November legal services  - November 2025,12/15/2025
"Nexus Hubbard Power, LLC","Exp U.S. Services, Inc.",160208,12/11/2025,12/11/2025,Dec 2025,Bill,Development : Engineering : Engineering Procore,"4,332.00 ","4,332.00 ",Paid In Full,DM Early site work - permitting  - Through 11/30/2025,12/15/2025
"Nexus Data Centers, LLC","BMP Partners, Inc",300562,12/11/2025,1/11/2026,Dec 2025,Bill,Corporate : Marketing / Branding,135.24 ,135.24 ,Paid In Full,DM Hoodie embroidery for the team,1/9/2026
"Nexus Land Holdings, LLC",ROCKIN' B SURVEY,2025-535,12/15/2025,12/16/2025,Dec 2025,Bill,Infrastructure : Acquisition costs - Infra,"1,753.65 ","1,753.65 ",Paid In Full,DM Survey for HUB-35,12/17/2025
"Nexus Land Holdings, LLC",ROCKIN' B SURVEY,2025-540,12/15/2025,12/16/2025,Dec 2025,Bill,Infrastructure : Acquisition costs - Infra,617.03 ,617.03 ,Paid In Full,DM Survey for HUB-23,12/16/2025
"Nexus Hubbard Power, LLC",Primoris Energy Service Corporation,50259-02,12/15/2025,1/14/2026,Dec 2025,Bill,Development : Construction : Construction Procore,"189,941.98 ","189,941.98 ",Paid In Full,"DM LNTP 400K capped T&M - per diem, contract equipment invoices from third parties, and subcontractor invoices) - November 2025",1/12/2026
"Nexus Apex Holdings, LLC",Terradyne Engineering,D251227-004,12/15/2025,1/15/2026,Dec 2025,Bill,Development : Engineering : Engineering Gen,"447,717.00 ","447,717.00 ",Paid In Full,DM Final Geotech report payment,1/9/2026
"Nexus Data Centers, LLC","PA Consulting Group, Inc.",10407,12/17/2025,1/17/2026,Dec 2025,Bill,Corporate : Finance,"110,000.00 ","110,000.00 ",Paid In Full,DM ERCOT BTM Generation Support - 50% of fixed fee,2/18/2026
"Nexus Land Holdings, LLC",Champion Energy Services,253500026223421,12/17/2025,1/2/2026,Dec 2025,Bill,Infrastructure : Utilities - Infra,317.01 ,317.01 ,Paid In Full,DM Electric for 845 HCR 3369 - 11/17/25 - 12/13/2025,1/2/2026
"Nexus Data Centers, LLC",Arcus Advisors LLC,3136,12/17/2025,12/17/2025,Dec 2025,Bill,Corporate : Accounting,"8,800.00 ","8,800.00 ",Paid In Full,DM ERP & Accounting Advisory Services  - 11/30 - 12/13,1/2/2026
"Nexus Hubbard Power, LLC","Exp U.S. Services, Inc.",160381,12/18/2025,12/18/2025,Dec 2025,Bill,Development : Engineering : Engineering Procore,"5,865.00 ","5,865.00 ",Paid In Full,DM Electrical HV design work for PowerCo - 11/22/2025 - 12/5/2025,12/22/2025
"Nexus Land Holdings, LLC",American Craftsmen,N/A - contract stipulated,12/18/2025,12/18/2025,Dec 2025,Bill,Infrastructure : Residential Improvements - Infra,"61,855.06 ","61,855.06 ",Paid In Full,DM2 invoices 12/18 and 12/22 25% upfront payment for rehab work at HUB-01 - Rehab to building on HUB-01 over 3 months,12/22/2025
"Nexus Apex Holdings, LLC",SLR international corporation,10021978,12/19/2025,12/19/2025,Dec 2025,Bill,Development : Regulatory : Regulatory Procore,"3,725.00 ","3,725.00 ",Paid In Full,DM Professional Monthly Nov 2025 to Dec -2025 - 11/15/2025-12/12/2025,2/3/2026
"Nexus Data Centers, LLC",PwC US Tax LLP,208A085359,12/19/2025,1/18/2026,Dec 2025,Bill,Corporate : Accounting,"67,506.00 ","67,506.00 ",Paid In Full,DM Consulting services - REVISED invoice  - Aug - October 2025,1/20/2026
"Nexus Data Centers, LLC",Abdellah Kettani,Inv KTS  12/19/25 -1,12/19/2025,12/19/2025,Dec 2025,Bill,Corporate : Corporate,130.00 ,130.00 ,Paid In Full,DM Transportation - Ivan Car Service,1/6/2026
"Nexus Data Centers, LLC",Abdellah Kettani,Inv KTS  12/19/25 -2,12/19/2025,12/19/2025,Dec 2025,Bill,Corporate : Corporate,130.00 ,130.00 ,Paid In Full,DM Transportation - Ivan Car Service,1/6/2026
"Nexus Data Centers, LLC",Abdellah Kettani,Inv KTS  12/19/25 -3,12/19/2025,12/19/2025,Dec 2025,Bill,Corporate : Corporate,130.00 ,130.00 ,Paid In Full,DM Transportation - Ivan Car Service,1/6/2026
"Nexus Data Centers, LLC",Abdellah Kettani,Inv KTS  12/19/25 -4,12/19/2025,12/19/2025,Dec 2025,Bill,Corporate : Corporate,130.00 ,130.00 ,Paid In Full,DM Transportation - Ivan Car Service,1/6/2026
"Nexus Apex Holdings, LLC",Michels Construction inc,21255116,12/22/2025,12/22/2025,Dec 2025,Bill,Development : Fiber : Fiber Procore,"105,183.75 ","105,183.75 ",Paid In Full,DM Fiber Carrier Engagement & OSP Fiber Network  Design to Project Apex-TX - Period to 12/14/25,1/5/2026
"Nexus Apex Holdings, LLC","EXP Energy Services, Inc.",11202519,12/23/2025,12/23/2025,Dec 2025,Bill,Development : Regulatory : Regulatory Procore,"26,956.71 ","26,956.71 ",Paid In Full,"DM Phase 1 & 2 ESA, wetland delineation survey, equator principle items - 11/1 - 11/28",1/9/2026
"Nexus Hubbard Power, LLC","Industrial Project Innovation, LLC",Nexus-004,12/23/2025,1/22/2026,Dec 2025,Bill,Development : Project Management : Project Management Procore,"83,299.78 ","83,299.78 ",Paid In Full,"DM Schedule management services for the Nexus Program Team - PowerCo. Reference services agreement signed on 7/16/2025 between IPI and Nexus Data Centers; labor, software recovery, reimburseable expenses - November 2025",1/22/2026
"Nexus Data Centers, LLC",Newmark Partners LP,478454-R,12/24/2025,12/24/2025,Dec 2025,Bill,Corporate : Finance,"30,000.00 ","30,000.00 ",Paid In Full,DM Valuation services retainer  - Val to be completed in Jan 2026,12/29/2025
"Nexus Hubbard Power, LLC","Exp U.S. Services, Inc.",160455,12/29/2025,12/29/2025,Dec 2025,Bill,Development : Engineering : Engineering Procore,"23,046.35 ","23,046.35 ",Paid In Full,DM PowerCo Electrical Design - Thru 12/19/25,1/9/2026
"Nexus Data Centers, LLC",Arcus Advisors LLC,3156,12/29/2025,12/29/2025,Dec 2025,Bill,Corporate : Accounting,"15,835.00 ","15,835.00 ",Paid In Full,DM December accounting advsiory & ERP support - December 2025,1/9/2026
"Nexus Land Holdings, LLC",ONPOINT Transactions LLC,3538,12/29/2025,12/29/2025,Dec 2025,Bill,Infrastructure : Acquisition costs - Infra,"14,500.00 ","14,500.00 ",Paid In Full,DM Decemeber 2025 - land portfolio maintenance and commision payments  - Decemeber 2025,12/31/2025
"Nexus Hubbard Power, LLC","Exp U.S. Services, Inc.",160544,12/30/2025,12/30/2025,Dec 2025,Bill,Development : Engineering : Engineering Procore,"7,824.50 ","7,824.50 ",Paid In Full,DM PowerCo Electrical Design - 12/6/25 to 12/19/25,1/9/2026
"Nexus Apex Holdings, LLC",Tellepsen Builders LP,49062,12/30/2025,1/15/2026,Dec 2025,Bill,Development : Construction : Construction Procore,"20,000.00 ","20,000.00 ",Paid In Full,DM LNTP initial payment of $20K in 10 bus days,1/7/2026
"Nexus Land Holdings, LLC","Trapp Law Firm, PC",1098,12/31/2025,1/30/2026,Dec 2025,Bill,Infrastructure : Legal - Infra,"15,255.00 ","15,255.00 ",Paid In Full,DM December legal services  - December 2025,2/3/2026
"Nexus Data Centers, LLC","Netgain Solutions, Inc.",INV11931,12/31/2025,1/30/2026,Jan 2026,Bill,Corporate : IT : Services / License,"4,290.66 ","4,290.66 ",Paid In Full,DM Net asset for NetSuite - license and implementation - 2026 for license; implementation one time,2/4/2026
"Nexus Data Centers, LLC","Braintek, LLC",45101,1/1/2026,1/16/2026,Jan 2026,Bill,Corporate : IT : Services / License,"3,026.79 ","3,026.79 ",Paid In Full,DM December SaaS and January managed services & SaaS - December 2025 & January 2026,1/12/2026
"Nexus Data Centers, LLC",Regus Corporation,7970-982,1/1/2026,1/15/2026,Jan 2026,Bill,Corporate : HQ / Office,"14,778.36 ","14,778.36 ",Paid In Full,"DM Feb office space, IT services for December, December meeting room, and Ketich amenities for December",1/16/2026
